"chapter"|"year"|"value"|"time"
"10"|"2004"|0|2022-03-29 15:09:49
"10"|"2005"|0|2022-03-29 15:09:49
"10"|"2006"|0|2022-03-29 15:09:49
"10"|"2007"|1535.6563|2022-03-29 15:09:49
"10"|"2008"|2393.96751|2022-03-29 15:09:49
"10"|"2009"|2150.44861|2022-03-29 15:09:49
"10"|"2010"|843.12553|2022-03-29 15:09:49
"10"|"2011"|1236.80573|2022-03-29 15:09:49
"10"|"2012"|1413.54356|2022-03-29 15:09:49
"10"|"2013"|1759.71387|2022-03-29 15:09:49
"10"|"2014"|2511.91459|2022-03-29 15:09:49
"10"|"2015"|2451.15358|2022-03-29 15:09:49
"10"|"2016"|3473.54638|2022-03-29 15:09:49
"10"|"2017"|3620.83497|2022-03-29 15:09:49
"10"|"2018"|2835.4113|2022-03-29 15:09:49
"10"|"2019"|4531.71118|2022-03-29 15:09:49
"10"|"2020"|6421.63421|2022-03-29 15:09:49
"10"|"2021"|7937.33574|2022-03-29 15:09:49
"10"|"2022*"|1257.21355|2022-03-29 15:09:49
"11"|"1998"|0|2022-03-29 15:09:49
"11"|"1999"|0|2022-03-29 15:09:49
"11"|"2000"|0|2022-03-29 15:09:49
"11"|"2001"|0|2022-03-29 15:09:49
"11"|"2002"|0|2022-03-29 15:09:49
"11"|"2003"|0|2022-03-29 15:09:49
"11"|"2004"|0|2022-03-29 15:09:49
"11"|"2005"|0|2022-03-29 15:09:49
"11"|"2006"|0|2022-03-29 15:09:49
"11"|"2007"|15812.74046|2022-03-29 15:09:49
"11"|"2008"|16072.04626|2022-03-29 15:09:49
"11"|"2009"|17378.57354|2022-03-29 15:09:49
"11"|"2010"|14236.70719|2022-03-29 15:09:49
"11"|"2011"|21975.95812|2022-03-29 15:09:49
"11"|"2012"|14882.45093|2022-03-29 15:09:49
"11"|"2013"|17320.30841|2022-03-29 15:09:49
"11"|"2014"|17773.90431|2022-03-29 15:09:49
"11"|"2015"|18407.93806|2022-03-29 15:09:49
"11"|"2016"|16097.99454|2022-03-29 15:09:49
"11"|"2017"|15515.65888|2022-03-29 15:09:49
"11"|"2018"|11950.7969|2022-03-29 15:09:49
"11"|"2019"|9642.96725|2022-03-29 15:09:49
"11"|"2020"|14507.68441|2022-03-29 15:09:49
"11"|"2021"|15197.3239|2022-03-29 15:09:49
"11"|"2022*"|3087.30721|2022-03-29 15:09:49
"12"|"1998"|0|2022-03-29 15:09:49
"12"|"1999"|0|2022-03-29 15:09:49
"12"|"2000"|0|2022-03-29 15:09:49
"12"|"2001"|0|2022-03-29 15:09:49
"12"|"2002"|0|2022-03-29 15:09:49
"12"|"2003"|0|2022-03-29 15:09:49
"12"|"2004"|0|2022-03-29 15:09:49
"12"|"2005"|0|2022-03-29 15:09:49
"12"|"2006"|0|2022-03-29 15:09:49
"12"|"2007"|21915.54643|2022-03-29 15:09:49
"12"|"2008"|33701.62859|2022-03-29 15:09:49
"12"|"2009"|26733.84468|2022-03-29 15:09:49
"12"|"2010"|32644.85514|2022-03-29 15:09:49
"12"|"2011"|35422.18717|2022-03-29 15:09:49
"12"|"2012"|41396.82493|2022-03-29 15:09:49
"12"|"2013"|35593.2151|2022-03-29 15:09:49
"12"|"2014"|24865.56896|2022-03-29 15:09:49
"12"|"2015"|18192.98971|2022-03-29 15:09:49
"12"|"2016"|19848.59282|2022-03-29 15:09:49
"12"|"2017"|25178.82448|2022-03-29 15:09:49
"12"|"2018"|25051.58647|2022-03-29 15:09:49
"12"|"2019"|17417.57306|2022-03-29 15:09:49
"12"|"2020"|20953.24069|2022-03-29 15:09:49
"12"|"2021"|26452.47621|2022-03-29 15:09:49
"12"|"2022*"|4141.44153|2022-03-29 15:09:49
"13"|"1998"|0|2022-03-29 15:09:49
"13"|"1999"|0|2022-03-29 15:09:49
"13"|"2000"|0|2022-03-29 15:09:49
"13"|"2001"|0|2022-03-29 15:09:49
"13"|"2002"|0|2022-03-29 15:09:49
"13"|"2003"|0|2022-03-29 15:09:49
"13"|"2004"|0|2022-03-29 15:09:49
"13"|"2005"|0|2022-03-29 15:09:49
"13"|"2006"|0|2022-03-29 15:09:49
"13"|"2007"|4523.69523|2022-03-29 15:09:49
"13"|"2008"|5680.62409|2022-03-29 15:09:49
"13"|"2009"|787.32368|2022-03-29 15:09:49
"13"|"2010"|2625.42612|2022-03-29 15:09:49
"13"|"2011"|3198.64054|2022-03-29 15:09:49
"13"|"2012"|2843.90718|2022-03-29 15:09:49
"13"|"2013"|4262.97432|2022-03-29 15:09:49
"13"|"2014"|4619.18691|2022-03-29 15:09:49
"13"|"2015"|4063.20218|2022-03-29 15:09:49
"13"|"2016"|2083.21422|2022-03-29 15:09:49
"13"|"2017"|633.79428|2022-03-29 15:09:49
"13"|"2018"|1905.13495|2022-03-29 15:09:49
"13"|"2019"|2720.96246|2022-03-29 15:09:49
"13"|"2020"|4049.72827|2022-03-29 15:09:49
"13"|"2021"|3494.69985|2022-03-29 15:09:49
"13"|"2022*"|1295.44771|2022-03-29 15:09:49
"14"|"1998"|0|2022-03-29 15:09:49
"14"|"1999"|0|2022-03-29 15:09:49
"14"|"2000"|0|2022-03-29 15:09:49
"14"|"2001"|0|2022-03-29 15:09:49
"14"|"2002"|0|2022-03-29 15:09:49
"14"|"2003"|0|2022-03-29 15:09:49
"14"|"2004"|0|2022-03-29 15:09:49
"14"|"2005"|0|2022-03-29 15:09:49
"14"|"2006"|0|2022-03-29 15:09:49
"14"|"2007"|253.7511|2022-03-29 15:09:49
"14"|"2008"|95.49424|2022-03-29 15:09:49
"14"|"2009"|177.28495|2022-03-29 15:09:49
"14"|"2010"|147.10164|2022-03-29 15:09:49
"14"|"2011"|193.96634|2022-03-29 15:09:49
"14"|"2012"|206.01686|2022-03-29 15:09:49
"14"|"2013"|35.51627|2022-03-29 15:09:49
"14"|"2014"|148.75485|2022-03-29 15:09:49
"14"|"2015"|176.06655|2022-03-29 15:09:49
"14"|"2016"|194.50602|2022-03-29 15:09:49
"14"|"2017"|134.36829|2022-03-29 15:09:49
"14"|"2018"|248.3951|2022-03-29 15:09:49
"14"|"2019"|405.42697|2022-03-29 15:09:49
"14"|"2020"|538.18536|2022-03-29 15:09:49
"14"|"2021"|1619.07485|2022-03-29 15:09:49
"14"|"2022*"|241.21641|2022-03-29 15:09:49
"15"|"1998"|0|2022-03-29 15:09:49
"15"|"1999"|0|2022-03-29 15:09:49
"15"|"2000"|0|2022-03-29 15:09:49
"15"|"2001"|0|2022-03-29 15:09:49
"15"|"2002"|0|2022-03-29 15:09:49
"15"|"2003"|0|2022-03-29 15:09:49
"15"|"2004"|0|2022-03-29 15:09:49
"15"|"2005"|0|2022-03-29 15:09:49
"15"|"2006"|0|2022-03-29 15:09:49
"15"|"2007"|146807.5339|2022-03-29 15:09:49
"15"|"2008"|172115.15371|2022-03-29 15:09:49
"15"|"2009"|135514.45549|2022-03-29 15:09:49
"15"|"2010"|158914.55786|2022-03-29 15:09:49
"15"|"2011"|250790.67486|2022-03-29 15:09:49
"15"|"2012"|265405.72447|2022-03-29 15:09:49
"15"|"2013"|185062.85979|2022-03-29 15:09:49
"15"|"2014"|183316.1845|2022-03-29 15:09:49
"15"|"2015"|158055.44419|2022-03-29 15:09:49
"15"|"2016"|154443.77666|2022-03-29 15:09:49
"15"|"2017"|182396.90698|2022-03-29 15:09:49
"15"|"2018"|187830.56972|2022-03-29 15:09:49
"15"|"2019"|152753.54171|2022-03-29 15:09:49
"15"|"2020"|199899.13728|2022-03-29 15:09:49
"15"|"2021"|307467.01817|2022-03-29 15:09:49
"15"|"2022*"|45206.25865|2022-03-29 15:09:49
"16"|"1998"|0|2022-03-29 15:09:49
"16"|"1999"|0|2022-03-29 15:09:49
"16"|"2000"|0|2022-03-29 15:09:49
"16"|"2001"|0|2022-03-29 15:09:49
"16"|"2002"|0|2022-03-29 15:09:49
"16"|"2003"|0|2022-03-29 15:09:49
"16"|"2004"|0|2022-03-29 15:09:49
"16"|"2005"|0|2022-03-29 15:09:49
"16"|"2006"|0|2022-03-29 15:09:49
"16"|"2007"|34055.77092|2022-03-29 15:09:49
"16"|"2008"|38254.3862|2022-03-29 15:09:49
"16"|"2009"|32187.09149|2022-03-29 15:09:49
"16"|"2010"|38952.07712|2022-03-29 15:09:49
"16"|"2011"|49511.57819|2022-03-29 15:09:49
"16"|"2012"|45473.37518|2022-03-29 15:09:49
"16"|"2013"|51351.13797|2022-03-29 15:09:49
"16"|"2014"|50416.04591|2022-03-29 15:09:49
"16"|"2015"|57536.40043|2022-03-29 15:09:49
"16"|"2016"|51957.00851|2022-03-29 15:09:49
"16"|"2017"|54666.8729|2022-03-29 15:09:49
"16"|"2018"|52203.97437|2022-03-29 15:09:49
"16"|"2019"|50817.40765|2022-03-29 15:09:49
"16"|"2020"|65485.30488|2022-03-29 15:09:49
"16"|"2021"|66827.6517|2022-03-29 15:09:49
"16"|"2022*"|12888.91905|2022-03-29 15:09:49
"17"|"1998"|0|2022-03-29 15:09:49
"17"|"1999"|0|2022-03-29 15:09:49
"17"|"2000"|0|2022-03-29 15:09:49
"17"|"2001"|0|2022-03-29 15:09:49
"17"|"2002"|0|2022-03-29 15:09:49
"17"|"2003"|0|2022-03-29 15:09:49
"17"|"2004"|0|2022-03-29 15:09:49
"17"|"2005"|0|2022-03-29 15:09:49
"17"|"2006"|0|2022-03-29 15:09:49
"17"|"2007"|57356.79667|2022-03-29 15:09:49
"17"|"2008"|44920.56319|2022-03-29 15:09:49
"17"|"2009"|34843.4625|2022-03-29 15:09:49
"17"|"2010"|84223.58815|2022-03-29 15:09:49
"17"|"2011"|81507.9852999999|2022-03-29 15:09:49
"17"|"2012"|80851.73549|2022-03-29 15:09:49
"17"|"2013"|109923.89483|2022-03-29 15:09:49
"17"|"2014"|88395.20805|2022-03-29 15:09:49
"17"|"2015"|108073.37216|2022-03-29 15:09:49
"17"|"2016"|94236.0327000001|2022-03-29 15:09:49
"17"|"2017"|128411.028|2022-03-29 15:09:49
"17"|"2018"|104569.87161|2022-03-29 15:09:49
"17"|"2019"|92568.15446|2022-03-29 15:09:49
"17"|"2020"|99138.7220299999|2022-03-29 15:09:49
"17"|"2021"|121545.21453|2022-03-29 15:09:49
"17"|"2022*"|12168.00696|2022-03-29 15:09:49
"18"|"1998"|0|2022-03-29 15:09:49
"18"|"1999"|0|2022-03-29 15:09:49
"18"|"2000"|0|2022-03-29 15:09:49
"18"|"2001"|0|2022-03-29 15:09:49
"18"|"2002"|0|2022-03-29 15:09:49
"18"|"2003"|0|2022-03-29 15:09:49
"18"|"2004"|0|2022-03-29 15:09:49
"18"|"2005"|0|2022-03-29 15:09:49
"18"|"2006"|0|2022-03-29 15:09:49
"18"|"2007"|9839.37525|2022-03-29 15:09:49
"18"|"2008"|8539.47681|2022-03-29 15:09:49
"18"|"2009"|6398.46204|2022-03-29 15:09:49
"18"|"2010"|9591.30442999999|2022-03-29 15:09:49
"18"|"2011"|8423.57697|2022-03-29 15:09:49
"18"|"2012"|9777.73166|2022-03-29 15:09:49
"18"|"2013"|9732.71518|2022-03-29 15:09:49
"18"|"2014"|10247.1933|2022-03-29 15:09:49
"18"|"2015"|11124.12372|2022-03-29 15:09:49
"18"|"2016"|12119.21125|2022-03-29 15:09:49
"18"|"2017"|10621.4074|2022-03-29 15:09:49
"18"|"2018"|11129.89275|2022-03-29 15:09:49
"18"|"2019"|10471.48875|2022-03-29 15:09:49
"18"|"2020"|9940.41632|2022-03-29 15:09:49
"18"|"2021"|12564.87916|2022-03-29 15:09:49
"18"|"2022*"|2071.14518|2022-03-29 15:09:49
"19"|"1998"|0|2022-03-29 15:09:49
"19"|"1999"|0|2022-03-29 15:09:49
"19"|"2000"|0|2022-03-29 15:09:49
"19"|"2001"|0|2022-03-29 15:09:49
"19"|"2002"|0|2022-03-29 15:09:49
"19"|"2003"|0|2022-03-29 15:09:49
"19"|"2004"|0|2022-03-29 15:09:49
"19"|"2005"|0|2022-03-29 15:09:49
"19"|"2006"|0|2022-03-29 15:09:49
"19"|"2007"|62967.77599|2022-03-29 15:09:49
"19"|"2008"|76445.5597|2022-03-29 15:09:49
"19"|"2009"|71931.06671|2022-03-29 15:09:49
"19"|"2010"|78369.55161|2022-03-29 15:09:49
"19"|"2011"|83926.25383|2022-03-29 15:09:49
"19"|"2012"|93639.25867|2022-03-29 15:09:49
"19"|"2013"|100347.15788|2022-03-29 15:09:49
"19"|"2014"|108617.0914|2022-03-29 15:09:49
"19"|"2015"|117313.96611|2022-03-29 15:09:49
"19"|"2016"|126289.63068|2022-03-29 15:09:49
"19"|"2017"|128233.72258|2022-03-29 15:09:49
"19"|"2018"|130506.9568|2022-03-29 15:09:49
"19"|"2019"|132557.59669|2022-03-29 15:09:49
"19"|"2020"|142508.87688|2022-03-29 15:09:49
"19"|"2021"|144707.52189|2022-03-29 15:09:49
"19"|"2022*"|28179.7291|2022-03-29 15:09:49
"20"|"1998"|0|2022-03-29 15:09:49
"20"|"1999"|0|2022-03-29 15:09:49
"20"|"2000"|0|2022-03-29 15:09:49
"20"|"2001"|0|2022-03-29 15:09:49
"20"|"2002"|0|2022-03-29 15:09:49
"20"|"2003"|0|2022-03-29 15:09:49
"20"|"2004"|0|2022-03-29 15:09:49
"20"|"2005"|0|2022-03-29 15:09:49
"20"|"2006"|0|2022-03-29 15:09:49
"20"|"2007"|262816.38018|2022-03-29 15:09:49
"20"|"2008"|258858.25434|2022-03-29 15:09:49
"20"|"2009"|266063.45952|2022-03-29 15:09:49
"20"|"2010"|289296.25817|2022-03-29 15:09:49
"20"|"2011"|311788.15234|2022-03-29 15:09:49
"20"|"2012"|358068.75593|2022-03-29 15:09:49
"20"|"2013"|344489.18336|2022-03-29 15:09:49
"20"|"2014"|336654.51081|2022-03-29 15:09:49
"20"|"2015"|361226.88579|2022-03-29 15:09:49
"20"|"2016"|451182.12826|2022-03-29 15:09:49
"20"|"2017"|421067.25012|2022-03-29 15:09:49
"20"|"2018"|373197.73792|2022-03-29 15:09:49
"20"|"2019"|342131.76058|2022-03-29 15:09:49
"20"|"2020"|349893.37497|2022-03-29 15:09:49
"20"|"2021"|428531.52983|2022-03-29 15:09:49
"20"|"2022*"|77912.51369|2022-03-29 15:09:49
"21"|"1998"|0|2022-03-29 15:09:49
"21"|"1999"|0|2022-03-29 15:09:49
"21"|"2000"|0|2022-03-29 15:09:49
"21"|"2001"|0|2022-03-29 15:09:49
"21"|"2002"|0|2022-03-29 15:09:49
"21"|"2003"|0|2022-03-29 15:09:49
"21"|"2004"|0|2022-03-29 15:09:49
"21"|"2005"|0|2022-03-29 15:09:49
"21"|"2006"|0|2022-03-29 15:09:49
"21"|"2007"|255942.45782|2022-03-29 15:09:49
"21"|"2008"|286060.05234|2022-03-29 15:09:49
"21"|"2009"|293006.40103|2022-03-29 15:09:49
"21"|"2010"|364548.88892|2022-03-29 15:09:49
"21"|"2011"|379903.69483|2022-03-29 15:09:49
"21"|"2012"|428043.42126|2022-03-29 15:09:49
"21"|"2013"|447955.54087|2022-03-29 15:09:49
"21"|"2014"|484208.99946|2022-03-29 15:09:49
"21"|"2015"|506202.54666|2022-03-29 15:09:49
"21"|"2016"|502585.21108|2022-03-29 15:09:49
"21"|"2017"|530098.99528|2022-03-29 15:09:49
"21"|"2018"|563575.04815|2022-03-29 15:09:49
"21"|"2019"|598807.397199001|2022-03-29 15:09:49
"21"|"2020"|618388.39126|2022-03-29 15:09:49
"21"|"2021"|795073.109959999|2022-03-29 15:09:49
"21"|"2022*"|144984.88279|2022-03-29 15:09:49
"22"|"1998"|0|2022-03-29 15:09:49
"22"|"1999"|0|2022-03-29 15:09:49
"22"|"2000"|0|2022-03-29 15:09:49
"22"|"2001"|0|2022-03-29 15:09:49
"22"|"2002"|0|2022-03-29 15:09:49
"22"|"2003"|0|2022-03-29 15:09:49
"22"|"2004"|0|2022-03-29 15:09:49
"22"|"2005"|0|2022-03-29 15:09:49
"22"|"2006"|0|2022-03-29 15:09:49
"22"|"2007"|140344.64839|2022-03-29 15:09:49
"22"|"2008"|112051.28645|2022-03-29 15:09:49
"22"|"2009"|82756.8344|2022-03-29 15:09:49
"22"|"2010"|53513.10229|2022-03-29 15:09:49
"22"|"2011"|63775.37003|2022-03-29 15:09:49
"22"|"2012"|85778.38518|2022-03-29 15:09:49
"22"|"2013"|129604.77273|2022-03-29 15:09:49
"22"|"2014"|98027.8439|2022-03-29 15:09:49
"22"|"2015"|89552.25753|2022-03-29 15:09:49
"22"|"2016"|82652.1095599999|2022-03-29 15:09:49
"22"|"2017"|85310.87533|2022-03-29 15:09:49
"22"|"2018"|86786.85536|2022-03-29 15:09:49
"22"|"2019"|86252.45453|2022-03-29 15:09:49
"22"|"2020"|80418.19229|2022-03-29 15:09:49
"22"|"2021"|108802.87098|2022-03-29 15:09:49
"22"|"2022*"|22934.09606|2022-03-29 15:09:49
"23"|"1998"|0|2022-03-29 15:09:49
"23"|"1999"|0|2022-03-29 15:09:49
"23"|"2000"|0|2022-03-29 15:09:49
"23"|"2001"|0|2022-03-29 15:09:49
"23"|"2002"|0|2022-03-29 15:09:49
"23"|"2003"|0|2022-03-29 15:09:49
"23"|"2004"|0|2022-03-29 15:09:49
"23"|"2005"|0|2022-03-29 15:09:49
"23"|"2006"|0|2022-03-29 15:09:49
"23"|"2007"|22761.46839|2022-03-29 15:09:49
"23"|"2008"|25539.97006|2022-03-29 15:09:49
"23"|"2009"|21341.97472|2022-03-29 15:09:49
"23"|"2010"|30839.22128|2022-03-29 15:09:49
"23"|"2011"|37507.36438|2022-03-29 15:09:49
"23"|"2012"|45969.27762|2022-03-29 15:09:49
"23"|"2013"|49785.0538|2022-03-29 15:09:49
"23"|"2014"|55008.69995|2022-03-29 15:09:49
"23"|"2015"|57173.39586|2022-03-29 15:09:49
"23"|"2016"|54326.39639|2022-03-29 15:09:49
"23"|"2017"|56462.10406|2022-03-29 15:09:49
"23"|"2018"|58562.43775|2022-03-29 15:09:49
"23"|"2019"|50116.00102|2022-03-29 15:09:49
"23"|"2020"|53182.52017|2022-03-29 15:09:49
"23"|"2021"|61283.43062|2022-03-29 15:09:49
"23"|"2022*"|10468.83191|2022-03-29 15:09:49
"24"|"1998"|0|2022-03-29 15:09:49
"24"|"1999"|0|2022-03-29 15:09:49
"24"|"2000"|0|2022-03-29 15:09:49
"24"|"2001"|0|2022-03-29 15:09:49
"24"|"2002"|0|2022-03-29 15:09:49
"24"|"2003"|0|2022-03-29 15:09:49
"24"|"2004"|0|2022-03-29 15:09:49
"24"|"2005"|0|2022-03-29 15:09:49
"24"|"2006"|0|2022-03-29 15:09:49
"24"|"2007"|1920.86424|2022-03-29 15:09:49
"24"|"2008"|1680.69495|2022-03-29 15:09:49
"24"|"2009"|1101.18962|2022-03-29 15:09:49
"24"|"2010"|1572.31787|2022-03-29 15:09:49
"24"|"2011"|2458.2275|2022-03-29 15:09:49
"24"|"2012"|3095.04851|2022-03-29 15:09:49
"24"|"2013"|21482.41886|2022-03-29 15:09:49
"24"|"2014"|19001.03645|2022-03-29 15:09:49
"24"|"2015"|15513.60157|2022-03-29 15:09:49
"24"|"2016"|15551.05536|2022-03-29 15:09:49
"24"|"2017"|15494.36062|2022-03-29 15:09:49
"24"|"2018"|5433.44105|2022-03-29 15:09:49
"24"|"2019"|4216.59844|2022-03-29 15:09:49
"24"|"2020"|3209.36153|2022-03-29 15:09:49
"24"|"2021"|5128.61722|2022-03-29 15:09:49
"24"|"2022*"|711.32931|2022-03-29 15:09:49
"25"|"1998"|0|2022-03-29 15:09:49
"25"|"1999"|0|2022-03-29 15:09:49
"25"|"2000"|0|2022-03-29 15:09:49
"25"|"2001"|0|2022-03-29 15:09:49
"25"|"2002"|0|2022-03-29 15:09:49
"25"|"2003"|0|2022-03-29 15:09:49
"25"|"2004"|0|2022-03-29 15:09:49
"25"|"2005"|0|2022-03-29 15:09:49
"25"|"2006"|0|2022-03-29 15:09:49
"25"|"2007"|12840.84058|2022-03-29 15:09:49
"25"|"2008"|13580.0838|2022-03-29 15:09:49
"25"|"2009"|29780.76355|2022-03-29 15:09:49
"25"|"2010"|28830.82046|2022-03-29 15:09:49
"25"|"2011"|39710.15757|2022-03-29 15:09:49
"25"|"2012"|37539.95778|2022-03-29 15:09:49
"25"|"2013"|32312.25403|2022-03-29 15:09:49
"25"|"2014"|42218.03307|2022-03-29 15:09:49
"25"|"2015"|37736.75236|2022-03-29 15:09:49
"25"|"2016"|43574.13395|2022-03-29 15:09:49
"25"|"2017"|45965.14351|2022-03-29 15:09:49
"25"|"2018"|42006.40861|2022-03-29 15:09:49
"25"|"2019"|42685.53156|2022-03-29 15:09:49
"25"|"2020"|37934.15083|2022-03-29 15:09:49
"25"|"2021"|53629.21204|2022-03-29 15:09:49
"25"|"2022*"|5220.41325|2022-03-29 15:09:49
"26"|"1998"|0|2022-03-29 15:09:49
"26"|"1999"|0|2022-03-29 15:09:49
"26"|"2000"|0|2022-03-29 15:09:49
"26"|"2001"|0|2022-03-29 15:09:49
"26"|"2002"|0|2022-03-29 15:09:49
"26"|"2003"|0|2022-03-29 15:09:49
"26"|"2004"|0|2022-03-29 15:09:49
"26"|"2005"|0|2022-03-29 15:09:49
"26"|"2006"|0|2022-03-29 15:09:49
"26"|"2007"|12.1777|2022-03-29 15:09:49
"26"|"2008"|15.21913|2022-03-29 15:09:49
"26"|"2009"|1.7|2022-03-29 15:09:49
"26"|"2010"|13.36418|2022-03-29 15:09:49
"26"|"2011"|3.5415|2022-03-29 15:09:49
"26"|"2012"|119.09576|2022-03-29 15:09:49
"26"|"2013"|123.40652|2022-03-29 15:09:49
"26"|"2014"|38.122|2022-03-29 15:09:49
"26"|"2015"|110.26035|2022-03-29 15:09:49
"26"|"2016"|0.378|2022-03-29 15:09:49
"26"|"2017"|37.32039|2022-03-29 15:09:49
"26"|"2018"|40.73601|2022-03-29 15:09:49
"26"|"2019"|192.38725|2022-03-29 15:09:49
"26"|"2020"|1457.87806|2022-03-29 15:09:49
"26"|"2021"|1796.96746|2022-03-29 15:09:49
"26"|"2022*"|9.20787|2022-03-29 15:09:49
"27"|"1998"|0|2022-03-29 15:09:49
"27"|"1999"|0|2022-03-29 15:09:49
"27"|"2000"|0|2022-03-29 15:09:49
"27"|"2001"|0|2022-03-29 15:09:49
"27"|"2002"|0|2022-03-29 15:09:49
"27"|"2003"|0|2022-03-29 15:09:49
"27"|"2004"|0|2022-03-29 15:09:49
"27"|"2005"|0|2022-03-29 15:09:49
"27"|"2006"|0|2022-03-29 15:09:49
"27"|"2007"|45871.42674|2022-03-29 15:09:49
"27"|"2008"|78386.8054|2022-03-29 15:09:49
"27"|"2009"|55095.34615|2022-03-29 15:09:49
"27"|"2010"|57846.47784|2022-03-29 15:09:49
"27"|"2011"|33275.52858|2022-03-29 15:09:49
"27"|"2012"|4682.19729|2022-03-29 15:09:49
"27"|"2013"|4148.92655|2022-03-29 15:09:49
"27"|"2014"|3369.214|2022-03-29 15:09:49
"27"|"2015"|3733.83858|2022-03-29 15:09:49
"27"|"2016"|3478.74893|2022-03-29 15:09:49
"27"|"2017"|7922.01598|2022-03-29 15:09:49
"27"|"2018"|3562.07707|2022-03-29 15:09:49
"27"|"2019"|2162.8673|2022-03-29 15:09:49
"27"|"2020"|1892.4046|2022-03-29 15:09:49
"27"|"2021"|3168.50806|2022-03-29 15:09:49
"27"|"2022*"|534.20265|2022-03-29 15:09:49
"28"|"1998"|0|2022-03-29 15:09:49
"28"|"1999"|0|2022-03-29 15:09:49
"28"|"2000"|0|2022-03-29 15:09:49
"28"|"2001"|0|2022-03-29 15:09:49
"28"|"2002"|0|2022-03-29 15:09:49
"28"|"2003"|0|2022-03-29 15:09:49
"28"|"2004"|0|2022-03-29 15:09:49
"28"|"2005"|0|2022-03-29 15:09:49
"28"|"2006"|0|2022-03-29 15:09:49
"28"|"2007"|4969.98161|2022-03-29 15:09:49
"28"|"2008"|5596.79136|2022-03-29 15:09:49
"28"|"2009"|4207.94979|2022-03-29 15:09:49
"28"|"2010"|8143.23409|2022-03-29 15:09:49
"28"|"2011"|9347.57984|2022-03-29 15:09:49
"28"|"2012"|10881.15498|2022-03-29 15:09:49
"28"|"2013"|13485.22613|2022-03-29 15:09:49
"28"|"2014"|15480.39123|2022-03-29 15:09:49
"28"|"2015"|18815.28831|2022-03-29 15:09:49
"28"|"2016"|19010.6346|2022-03-29 15:09:49
"28"|"2017"|17227.57736|2022-03-29 15:09:49
"28"|"2018"|18437.98772|2022-03-29 15:09:49
"28"|"2019"|20412.13462|2022-03-29 15:09:49
"28"|"2020"|16611.44808|2022-03-29 15:09:49
"28"|"2021"|21761.78027|2022-03-29 15:09:49
"28"|"2022*"|3835.27521|2022-03-29 15:09:49
"29"|"1998"|0|2022-03-29 15:09:49
"29"|"1999"|0|2022-03-29 15:09:49
"29"|"2000"|0|2022-03-29 15:09:49
"29"|"2001"|0|2022-03-29 15:09:49
"29"|"2002"|0|2022-03-29 15:09:49
"29"|"2003"|0|2022-03-29 15:09:49
"29"|"2004"|0|2022-03-29 15:09:49
"29"|"2005"|0|2022-03-29 15:09:49
"29"|"2006"|0|2022-03-29 15:09:49
"29"|"2007"|3562.2859|2022-03-29 15:09:49
"29"|"2008"|4425.83131|2022-03-29 15:09:49
"29"|"2009"|3937.09101|2022-03-29 15:09:49
"29"|"2010"|4966.57276|2022-03-29 15:09:49
"29"|"2011"|5285.45827|2022-03-29 15:09:49
"29"|"2012"|7104.11688|2022-03-29 15:09:49
"29"|"2013"|11371.25736|2022-03-29 15:09:49
"29"|"2014"|4431.77153|2022-03-29 15:09:49
"29"|"2015"|5217.47265|2022-03-29 15:09:49
"29"|"2016"|6051.3882|2022-03-29 15:09:49
"29"|"2017"|5756.05852|2022-03-29 15:09:49
"29"|"2018"|6246.36479|2022-03-29 15:09:49
"29"|"2019"|5574.39488|2022-03-29 15:09:49
"29"|"2020"|5651.4493|2022-03-29 15:09:49
"29"|"2021"|6200.16654|2022-03-29 15:09:49
"29"|"2022*"|834.92767|2022-03-29 15:09:49
"30"|"1998"|0|2022-03-29 15:09:49
"30"|"1999"|0|2022-03-29 15:09:49
"30"|"2000"|0|2022-03-29 15:09:49
"30"|"2001"|0|2022-03-29 15:09:49
"30"|"2002"|0|2022-03-29 15:09:49
"30"|"2003"|0|2022-03-29 15:09:49
"30"|"2004"|0|2022-03-29 15:09:49
"30"|"2005"|0|2022-03-29 15:09:49
"30"|"2006"|0|2022-03-29 15:09:49
"30"|"2007"|200279.92902|2022-03-29 15:09:49
"30"|"2008"|216442.62224|2022-03-29 15:09:49
"30"|"2009"|228633.43506|2022-03-29 15:09:49
"30"|"2010"|192769.83917|2022-03-29 15:09:49
"30"|"2011"|191514.18641|2022-03-29 15:09:49
"30"|"2012"|88632.34828|2022-03-29 15:09:49
"30"|"2013"|85189.17302|2022-03-29 15:09:49
"30"|"2014"|230289.51493|2022-03-29 15:09:49
"30"|"2015"|253567.98824|2022-03-29 15:09:49
"30"|"2016"|263677.26785|2022-03-29 15:09:49
"30"|"2017"|280606.55086|2022-03-29 15:09:49
"30"|"2018"|313729.4971|2022-03-29 15:09:49
"30"|"2019"|257840.474674|2022-03-29 15:09:49
"30"|"2020"|309228.64631|2022-03-29 15:09:49
"30"|"2021"|317269.38016|2022-03-29 15:09:49
"30"|"2022*"|70990.29076|2022-03-29 15:09:49
"31"|"1998"|0|2022-03-29 15:09:49
"31"|"1999"|0|2022-03-29 15:09:49
"31"|"2000"|0|2022-03-29 15:09:49
"31"|"2001"|0|2022-03-29 15:09:49
"31"|"2002"|0|2022-03-29 15:09:49
"31"|"2003"|0|2022-03-29 15:09:49
"31"|"2004"|0|2022-03-29 15:09:49
